id,title,category,new_query,user_id,remaining_interaction_string,classification,preferences,target_count,targets,similarity_score,price,ranking,query
B00DQ5P9Y8,FootJoy 2014 Contour Series A-Frame Golf Shoes,Athletic | Golf | Shoes | Men,Can you recommend me a men's shoes for golf-related activities?,A1CUHIMHGOARSW,B00AAH9JNM|B00H0EQ1AC|B00BPVV2ZU|B0083RNFFO,0,"The user shows a preference for brands like Reef and True Religion, indicating a taste for stylish and possibly premium casual wear.",1,men's shoes for golf-related activities,-0.65290606,,86070,Can you recommend me a men's shoes for casual outings and golf-related activities?
B003JJ5AUE,Merrell Men's Encore Gust,M | Shoes | Merrell | Men | Mules & Clogs,I’m looking for men's mules that are good for casual outings during the summer. I'm not sure about the specific wearing scene.,A1VCOX6I94JLZV,B00F3WD0E8|B009KYJAJY|B000B84URK|B002KKCVPU|B005G112A0|B001B6EG3E,3,"The user shows a preference for outdoor and casual footwear, as indicated by the purchase of hiking shoes and sandals.",-1,,-1.1513957,,1877,I’m searching for men's mules that are suitable for casual outings and easy to slip on for a summer event.
B00F2V77JE,Sakkas Women's Soft Fleece Lined High Waist Leggings,Women | Leggings | Clothing,Please suggest a leggings for a yoga class that allows for easy movement.,A17K37JYKM6VXE,B003VKPI6W|B003MNEZNA|B00684UKK2|B0036FSXI2|B0058LTW2S|B0017GQRDA,0,"The user has a strong interest in costumes, particularly those with a novelty or themed aspect, such as nautical or retro styles.",1,leggings for a yoga class that allows for easy movement,-10.193625,,9159,Please suggest a leggings for a yoga class that allows for easy movement and flexibility.
B001W7DBNS,REEBOK F/S Hi Geo Floral Orange Shoes Womens Size 9.5,Women | Shoes | R | Fashion Sneakers | Reebok,I'm searching for women's sneakers that are practical and comfortable.,A2DKLZOG6EOQSM,B001LNJUMO|B00FKG87MW|B00C2SVU4I|B00EDVW7RG|B0001ZNZJM|B00284ADP8|B001AQFH3I|B005Y2K9C8|B005QR8VE4|B003JJD3T4|B005QR8VV2,-1,"The user has a specific interest in button-down shirts and leather shoes, indicating a preference for classic and versatile wardrobe pieces.",1,women's sneakers that are practical and comfortable,-9.368694,,259135,I’m searching for women's sneakers that are practical and comfortable for everyday wear.
B0098LULEW,"Champion Men's 1919 Raglan Crew, Navy, XX-Large",Clothing | Active | Active Sweatshirts | Men | Sweatshirts | Sports & Outdoors,What would be the best men's active sweatshirt for layering? I'm not sure about the specific wearing scene.,A27EAOSSB3NJDF,B001A1RW90|B008HM3EWY|B002ITIG5W|B003U9N2JO|B000KPN35E,3,"The user shows a strong preference for eco-friendly materials and sustainable fashion brands. They also favor bold colors and patterns, indicating a taste for vibrant and expressive styles.",-1,,-3.602529,,294320,What would be the best men's active sweatshirt for layering during outdoor adventures in unpredictable weather?
B00D502CM6,AxParis Women's Jewel Strap Backless Maxi,Dresses | Women | Clothing | Special Occasion,I'm looking for a women's dress that is fashionable.,A2VGZGUNW0MNP7,B00DXWDJT6|B00GT20DW8|B00EZCRSY0|B0072QTITO|B00GMTSNB6|B00DSPULAI|B00B4MQDKY|B00ESQLQ2I|B00F9BA5VO|B00CBVWHR0|B003EENBIM|B001XUQQNQ|B008KYX66I|B005SAHDVQ|B005E9GMIG|B009DI5L6I|B004T2K93S|B00AEZ9BQA|B0054TWX8O|B007AITYT8|B004H4WI3W|B005H3OJ0C|B008AIKAYU|B008SCJJEA|B001U5VGPW|B003M02TAE,-1,"The user has a strong preference for items with unique and eye-catching designs, such as sequins, rhinestones, and metallic elements. They also enjoy themed or character-based products, particularly those related to superheroes and popular media franchises.",1,women's dress that is fashionable,-10.193539,25,42028,I'm looking for a women's dress that is fashionable and perfect for a special occasion.
B00I469M4M,Ever Beauty Women's Sweetheart Airy Chiffon Beaded Bust Evening Dress,Women | Wedding | Clothing | Dresses | Bridesmaid Dresses | Special Occasion,I’d like to buy a set of clothes with the intention of wearing it to a formal gathering.,A1QFTO8GH32NK9,B00FL7AHMS|B007W2G7E2|B00F2SGB94|B00EW41B30|B001GBHPP0|B003XDTKCA|B001KYBBOO,1,"The user shows a particular interest in ASICS brand athletic shoes and has a preference for elegant, embellished gowns.",-1,,-10.1928005,,2238782,I’d like to buy a dress with the intention of wearing it to a formal gathering and possibly reusing it for other special events.
B003BSOMFM,Rabbit Skins Infant/Toddler Baseball Cap,Baby | Accessories | Hats & Caps | Baby Boys,I’m searching for a baby cap that’s suitable for outdoor activities and provides sun protection.,A1ADJVBAHUQ2MX,B00F51Z03G|B001867RIS|B008DS4TY4,0,The user has a strong preference for comfort-oriented shoes and travel-friendly products.,1,baby cap that’s suitable for outdoor activities and provides sun protection,-3.9094183,,17564,I’m searching for a baby cap that’s suitable for outdoor activities and provides sun protection.
B009612P02,LIBERTY BLACK Fringe Vegas Faggio Womens Boot,Women | Shoes | Fashion | Boot Shop | Western | Boots,Can you recommend me some women's boots? I'm not sure about the specific wearing scene.,A32OSUBY2RLFVV,B007SIG5LK|B00CHGQWPM|B00BPW5ELM|B00BQ0TI1U|B004NNF2MQ|B0030L46QU|B002WJ57MI|B008YJMDTA|B000E9ZR6Y|B002N3AWH8|B0053O1KJ8|B004WFW0SE|B002D2Z4GI,3,"The user has a distinct preference for steampunk and flapper styles, as well as themed accessories like ties and patches. There is also a notable interest in holiday-themed items, particularly related to St. Patrick's Day.",-1,,-10.196748,,177323,Can you recommend me some women's boots for attending outdoor concerts and cultural events?
B000V56JZO,Smartwool Men's Diamond Jim Sock,Socks | Clothing | Men | Casual Socks,I'd like to find men's casual socks that are suitable for sports and outdoor activities.,A3R1L6SU0HW1V6,B00CE1FJP4|B001T9NVXO|B000T9VK56|B0091GVYAO|B005J36C1Y|B00A77VE6K|B002J9H4JU,-1,The user shows a particular interest in trail running and performance-oriented footwear.,1,men's casual socks suitable for sports and outdoor activities,0.47626242,,97906,I'd like to find men's casual socks that are suitable for sports and outdoor activities.
B006WWQY28,Ever Pretty Ruffle Bust Spaghetti Straps Elastic Formal Maxi Dress 09350,Dresses | Women | Clothing | Special Occasion,I want to find a women's dress that fits a modest style.,A3S7EFA0N0QWRW,B001I0H6XK|B005KCAJG8|B00BSUFVFK|B00BJH1D7C,-1,"The user has a strong interest in novelty and themed costumes, particularly those that are deluxe or have a unique character theme.",1,women's dress that fits a modest style,-10.196142,,312072,I want to find a women's dress that is suitable for a special occasion and fits a modest style.
B00HA34H3G,Van Heusen Men's Short Sleeve Mini Plaid Faux Linen Button Down,Casual Button-Down Shirts | Shirts | Clothing | Men,Can you recommend me a men's casual button-down shirt in larger sizes?,A2EJLCY3I38PA2,B007GNHSV8|B000HX5E42|B004GTMVGW|B004J4F6AW|B004VR9HP2,-1,The user has a strong preference for the Dockers brand and materials like cotton.,1,men's casual button-down shirt in larger sizes,-3.3522682,,27930,Can you recommend me a men's casual button-down shirt in larger sizes?
B00GT94FRU,niceeshop(TM) Fashion Women Flower Ink Style Soft Voile Chiffon Scarves Wrap,Accessories | Women | Scarves & Wraps | Fashion Scarves,I'm after a scarf that works best for adding a pop of color for casual outings.,A3VHEASFGNI03M,B006SVSJHG|B007ZLU86S|B009WEDN90|B00ALPWCQE|B009S3U1UY|B007ZXYHHW,0,The user has a preference for gold watches.,1,scarf that works best for adding a pop of color for casual outings,-8.887218,3.59,980,I'm after a scarf that works best for adding a pop of color and layering outfits for casual outings.
B000NI2D68,Justin Boots Men's Farm and Ranch Boot,Shoes | Justin Boots | Men | J | Boots,I need a set of clothes for men that are perfect for outdoor adventures.,A3E2GTEX29WVBJ,B00G337AY2|B008AZ4GL6|B00GN813E0|B00G5IT4H6|B007YJ5LXQ|B007YVYP3G|B001PO5JBA|B0053XF2U2|B002AWE6G0|B0055QNCCC,1,"The user shows a strong interest in novelty and costume items, as well as unique fashion accessories like designer handbags and printed scarves.",-1,,-0.1736319,,16940,I need some men's boots that are perfect for outdoor adventures and stylish layering.
B0036ZDQ1Q,Noble Mount Oversized 'Arizzo' Handbag - Clearance,Women | Handbags & Wallets | Shoulder Bags,Can you show me a handbag that works for everyday use?,A35CBG3DNYGVXF,B009ZDEXQK|B009FS3PBY|B00ED4RJNA|B00DCZC0BW|B009Q77ROK|B009SZES5Q,0,The user has a strong preference for the brand Skechers and values comfort in their footwear choices.,1,handbag for everyday use,-8.0158825,34.99,33970,Can you show me a handbag that works for everyday use and special occasions?
B0049BLJJ2,"Lovely People Women's Alia Oxford,Black,7.5 M US",Women | Lovely People | Shoes | L,Can you suggest some women's boots that would be stylish and comfortable?,A11AVDPZQ4S0T1,B003UYMUE2|B002L1713U|B002ZG91GG|B003QCK13K|B002WV9BT6,-1,"The user shows a preference for stylish and possibly edgy footwear, as indicated by the keyword 'Motorcycle'.",1,women's boots,-10.192892,,393713,Can you suggest some women's boots that would be stylish and comfortable for everyday wear?
B00730VMCU,Ever Pretty Padded Ruffles Rhinestones Prom Gown Evening Dress 09503,Dresses | Women | Clothing | Special Occasion,Could you suggest a dress that fits my need for a formal event?,A35CCD0Z53AFK8,B000W0SY0Q|B0015ZI35I|B0016PKA1W|B000VWGBAA,0,"The user shows a preference for specific brands like Dyeables and Nine West, and has an interest in unique colors such as dark purple.",1,dress for a formal event,-10.087058,,165940,Could you suggest a dress that fits my need for a formal event and a milestone celebration?
B0015MGJFM,Sesame Street Elmo Face RED Men T-Shirt Medium,"Tops & Tees | T-Shirts | Men | Movie & TV Fan | Novelty, Costumes & More | Novelty",I’d like a set of clothes for men that’s great for themed gatherings.,A1RHM4JTUYXKSG,B000NF7ZTQ|B000HAYNO2|B002LNQQWK,1,"The user has a strong interest in novelty and themed clothing, particularly those related to comics and music. There is also a preference for unique footwear and costume-like apparel.",-1,,-1.9443346,,6797,I’d like a men's T-shirt that’s great for themed gatherings and casual outings.
B007OXAJN4,Klogs USA Women's Lindsay Pump,Women | Shoes | K | Pumps | Klogs,I’m looking for pumps that would work for formal events. I'm not sure about the specific wearing scene.,A2W2MFKM0DSJZE,B007CKVO06|B000GBUQMU|B007OQOKU4,3,"The user has a strong preference for comfort-oriented shoes, specifically those that are stylish yet practical, such as Mary Jane pumps and wool clogs.",-1,,-0.64710665,,54944,I’m in need of a pumps that are suitable for attending formal gatherings and casual outings.
B00FEVHZEO,Sakkas Spike Studded Knit Slouch Fashion Beret,Accessories | Berets | Women | Hats & Caps,Can you suggest a women's hat that will help with making a fashion statement?,AEW631YU5KIXO,B009SOXU5Q|B000YC3LVY|B000W8Z6MW,0,"The user shows a preference for specific brands such as Penny Loves Kenny and Steve Madden, and has an interest in unique styles like leopard print.",1,women's hat that will help with making a fashion statement,-10.194933,16.99,524818,Can you suggest a women's hat that will help with making a fashion statement at a casual outing?
B008H2ET0U,"Hanes Men's 10 Pack Crew Sock, White, 10-13 (Shoe size 6-12)",Clothing | Athletic Socks | Active | Socks | Men | Sports & Outdoors,Do you have men's athletic socks?,A2TMX22A2LOGUX,B00609P9CY|B0045OWFZ0|B000UU1WUW,-1,"The user has a preference for wool and blend materials, as well as a liking for studded designs.",1,men's athletic socks,2.4435349,,26068,Do you have men's athletic socks for sports and outdoor activities?
B00FE182XC,Three Stooges T-Shirt Sublimation We Want Our Mummy,"T-Shirts | Tops & Tees | Men | Movie & TV Fan | Novelty, Costumes & More","What would you recommend for a men's T-shirt that features novelty designs from movies and TV shows, as I'm looking for something stylish?",A2DKMD285D7J8I,B004RHNTDW|B00I1WXMX6|B002RASIHS,-1,"The user shows a strong interest in eco-friendly materials and vibrant colors, suggesting a preference for sustainable fashion with a bold aesthetic.",1,men's T-shirt that features novelty designs from movies and TV shows,-6.01312,,591105,"What would you recommend for a men's T-shirt that features novelty designs from movies and TV shows, as I'm looking for something stylish for my partner?"
B004GC4PH2,ASICS Men's Team Storm Shelter Jacket,Track & Active Jackets | Active | Clothing | Men,I want a men's active track jacket that is suitable for both athletic and casual wear.,A1RHJJMF5KQMUE,B0032ANQR4|B002KAO0EU|B0016OGWLA,-1,"The user shows a preference for brands like Columbia and Nine West, indicating a taste for both outdoor and stylish footwear.",1,men's active track jacket,-2.0335367,,164293,I want a men's active track jacket that is suitable for both athletic and casual wear.
B00CABJ20G,Sandal King Women's EVA Flip Flops,Sandals | Women | Shoes,I’m in need of women's sandals that are comfortable and stylish.,A3H82NXGLHXDEU,B0089E3YTS|B002RS6HCS|B000RRG5YG,-1,"The user shows a preference for stylish and versatile clothing items, such as cardigans and tank tops, as well as comfortable footwear like flip flops.",1,women's sandals that are comfortable and stylish,-9.995965,5.44,5407,I’m in need of women's sandals that are comfortable for everyday wear and stylish for summer outings.
B0074V6V92,Trotters Women's Paulina Pump,Women | Shoes | Pumps | Trotters | T,"I'm looking for a pump that’s suitable for formal events but also versatile enough for casual outings. Additionally, could you recommend a stylish dress and a pair of tights to complement these shoes?",A2UGCOJ5PZ5OQR,B00BI1WSZK|B00EUUNAV2|B0016BR8KM|B007JXOY2G,2,"The user shows a preference for winter accessories, such as faux fur ski hats and cowlneck scarves.",3,pump|stylish dress|pair of tights,-3.7321146,,2109,I need something like a pump that’s suitable for attending formal events and also versatile enough for casual outings.
B00877N866,ASICS Women's GEL-Noosa Tri 8 Running Shoe,Women | Shoes | Athletic | ASICS | Running,I want a women's athletic running shoe that is comfortable.,A1EC9T4T5PYXOB,B005LVA16Q|B007W2G7E2|B00AK8O20G,-1,"The user shows a strong preference for high-performance running shoes and breathable, comfortable shirts suitable for active lifestyles.",1,women's athletic running shoe that is comfortable,-10.196598,,1890,I want a women's athletic running shoe that is comfortable and suitable for long-distance running.
B00AQTWJMM,New Balance KJ750 Y Running Shoe (Little Kid/Big Kid),N | Shoes | New Balance | Athletic | Boys | Running | Girls,"I’m searching for boys' shoes that are suitable for casual outings and outdoor adventures. Additionally, recommend an additional pair of pants and socks to go with these shoes.",A1ADGYEB9BPE78,B005GBUGLG|B005VEMFTE|B0045EFAAC|B00C6IKI1A|B004Q87I4S|B004ZIT6Z8,2,"The user has a unique preference for slouchy and knitted headwear, as well as wedge flip flops and ankle boots, indicating a taste for comfort combined with style.",3,boys' shoes suitable for casual outings and outdoor adventures|pair of pants|socks,-2.7239718,,1375,I’m searching for boys' shoes that are suitable for casual outings and can also be worn during outdoor adventures.
B003C1E88E,Mad Engine Boys 8-20 Duck Bill Tee,"Clothing | Tops & Tees | T-Shirts | Novelty, Costumes & More | Novelty | Girls",Can you recommend a girls' novelty set of clothes that would be suitable for a themed birthday celebration?,A17SZSI44O7NMV,B005A1C0RU|B0030LPT20|B000IBHCVG|B002CMLX0K|B0017WTTD4|B003UNL1LG|B0010K55OA|B002UP39TC,1,"The user shows a preference for unique and stylish designs, such as paisley patterns and lizard prints, and has an interest in accessories that complement formal wear.",-1,,-10.192898,,111357,Can you recommend a girls' novelty T-shirt that would be suitable for a themed birthday celebration?
B000RWI1DY,CTM&reg; Mens Elastic 1 Inch Sock Garters,"Women | Clothing | Accessories | Suspenders | Novelty, Costumes & More | Novelty",Can you help me choose a set of clothes for a themed event?,A37MF9NKIX4V22,B0009GBG62|B003BU5WJ0|B0012FQLBO|B003Q6CQE8|B00FMF1WDW|B00DT1KVR4|B008CQUU5E|B002PY7NZO|B0000E1VS3|B005GV56XE|B005GW8KUY|B00377CYSY,1,"The user shows a preference for warm, winter-appropriate accessories such as beanies and balaclavas. There is also a notable interest in comfort-oriented footwear, particularly from the Skechers brand.",-1,,3.7624145,7,15722,Can you help me choose a men's accessory for a themed event that allows for creative expression?
B00CIA9Y2K,PAIGE Women's Verdugo Ankle Jean in Black Silk Coating,Jeans | Women | Clothing | Women's Luxury Brands,Can you suggest a women's jeans that will help with making a fashion statement?,A2HFZ3KTAW0TWN,B001B35KJG|B006PKH1O2|B00186WT2W,0,"The user shows a preference for versatile and stylish footwear and outerwear, as indicated by their interest in sandals, jackets, and boots.",1,women's jeans,-10.193053,199,280481,Can you suggest a women's jeans that will help with making a fashion statement at a social gathering?
B0041KZOP6,Lacy Microfiber Knit Pocket Bra #769,"Everyday Bras | Women | Bras | Lingerie, Sleep & Lounge | Clothing | Intimates",Please suggest a set of clothes for intimate moments that is suitable for post-mastectomy needs.,AP2MURUT7QCAR,B00EOA8SK6|B0072B8016|B00EKV0BYK|B00DQJI4RS|B00474RYFO|B0002MB8DY|B001AEWOOK|B000BB3PFU|B005DF2X66|B0006JAMLM|B005MZIMHQ|B0008172S4|B000J4KK8O|B000FAJFG0|B000Y89B94|B001F0QNGO,1,"The user shows a preference for embroidered and tie-dye designs, as well as expandable waist features in pants, suggesting a desire for both style and comfort.",-1,,-10.195053,27.95,29198,Please suggest a lingerie set for intimate moments that provides a confidence boost and is suitable for post-mastectomy needs.
B007CVURJ4,Ever Pretty Trailing V-neck Ruffles Cross Back Bridesmaid Dress 09008,Women | Wedding | Clothing | Dresses | Bridesmaid Dresses | Special Occasion,I need a set of clothes that’s perfect for a formal reception.,A3GI4NJSHK9KWF,B004SZNIZ2|B00029R84A|B005M7KN1W,1,"The user shows a preference for fashion hoodies and sweatshirts, particularly those that are sporty or outdoorsy in style.",-1,,-10.144212,,1214,I need a dress that’s perfect for a family gathering and a formal reception.
B00ANKYFLM,"Vince Camuto Women's Tank Bodice Jumpsuit, Black, 8","Vince Camuto | Women | Clothing | Jumpsuits, Rompers & Overalls | V",Can you point me to a set of clothes that’s best for attending summer weddings?,A2BPXJMBCRQ4G6,B006UAJNYS|B0091DQRU4|B008QW04UA|B009AO2IP2|B0055NCF4Q,1,"The user shows a preference for stylish and versatile clothing items, such as blouses and shirt dresses, as well as comfortable and fashionable footwear.",-1,,-10.143328,,502449,Can you point me to a jumpsuit that’s best for attending summer weddings and casual outings?
B0066YKJBO,FLOSO&reg; Ladies/Womens Jeggings (Jean Look Leggings),Women | Socks & Hosiery | Clothing | Tights,What would you recommend for women's jeggings that are stylish and comfortable?,AEW5YLADIT98X,B00C2C18U0|B005TF1BMC|B001UZALR6|B004NT8PL0,-1,The user shows a preference for brands like COACH and styles that include platform sandals and booties.,1,women's jeggings that are stylish and comfortable,-10.194663,,147837,What would you recommend for women's jeggings that are stylish and comfortable?
B0055WZFQW,ASICS Kid's GEL-Galaxy 5 GS Running Shoe (Little Kid/Big Kid),Shoes | Athletic | Boys | ASICS | Running | Girls,Can you suggest a set of clothes that will help with outdoor adventures for girls?,A27E8ER7WCLUQ3,B00DULVRK8|B006RJ0US0|B007HGMK80|B004OWPFLE,1,The user shows a preference for the brand Aquatalia by Marvin K. and values comfort in their shoe choices.,-1,,-7.817552,,49594,Can you suggest a girls' shoes that will help with outdoor adventures and casual outings?
B001HS0BZS,ZYNC Z880 Heavy Weight Cotton T Shirt 6.0 oz (XSmall to 6XLarge) (25 Colors),T-Shirts | Shirts | Clothing | Men,Can you suggest a men's T-Shirt for layering on a winter trip?,A1ECAL8W6QHUL6,B0002FHIM6|B000783Q8I|B006IFDFT4|B002O3XBT8|B003XDKC3Q,0,"The user shows a preference for comfortable and casual clothing and footwear, as well as a liking for the Nautica brand.",1,men's T-Shirt for layering on a winter trip,-4.4398794,,44885,Can you suggest a men's T-Shirt that will help with layering for a winter trip?
B0047T7CZQ,FitFlop Women's Hooper Sandal,Comfort Shoes | F | Women | Shoes | FitFlop | Sandals,What would be the best women's sandals for comfort?,A200L19AMV64SX,B000F1L7GU|B004Y4EPB8|B001AZJRCG,-1,The user shows a strong preference for the Aerosoles brand and flat shoe styles.,1,women's sandals for comfort,-10.193277,,4225,What would be the best women's sandals for comfort and casual wear?
B005TCVYCC,Curvi Full Body Shaping Slip,"Women | Intimates | Plus-Size | Clothing | Shapewear | Control Slips | Lingerie, Sleep & Lounge",Could you recommend a shapewear that boosts confidence for family gatherings? I'm not sure about the specific wearing scene.,A1ZXX7U9DRLONE,B006IV0ULE|B0085F77T4|B000E69Z3S,3,"The user shows a strong preference for the UGG brand, particularly in the category of boots.",-1,,-9.85011,,1722,Please suggest a shapewear for enhancing confidence during family gatherings.
B001IA7UWC,Carhartt Men's Sandstone Waist Overall Quilt Lined Pant,"Work Utility & Safety | Clothing | Work Wear & Uniforms | C | Novelty, Costumes & More | Carhartt",What would you recommend for a set of clothes for men's outdoor activities?,A1226HC9ZEC0CG,B006OQI0EC|B008YTU43M|B008YTU7P2|B004SNA71W,1,"The user shows a preference for versatile and functional clothing, such as adjustable bras and trail running shoes, suggesting a focus on comfort and adaptability.",-1,,1.4780794,,156522,What would you recommend for a men's pants that meets the needs for outdoor activities and utility tasks?
B00GX75DWE,Sandra Darren Women's Sleeveless Piped Fit-and-Flare Dress,Women | Dresses | Wear to Work | Clothing,I'm after a women's dress that works best for professional events.,A3S7BNFER0SL1K,B00DH9UG1O|B008KX7ASO|B00593T4RI|B0085J8ZJ6|B0017ZHCHG,0,"The user has a preference for branded items such as U.S. Polo Assn., Crocs, and Tommy Hilfiger, indicating a possible inclination towards well-known brands.",1,women's dress for professional events,-10.196695,51.45,250881,I'm after a women's dress that works best for professional events and casual Fridays.
B00BWB64I8,"Women's Long Printed Robes with Pockets, New Arrival, Up2date Fashion Style#Gwn17","Women | Clothing | Sleep & Lounge | Lingerie, Sleep & Lounge | Nightgowns & Sleepshirts",I need a nightgown that is comfortable and stylish.,A3N3K9BN1KT86H,B00DQYNS3I|B00EB7QEA8|B00IB1OH3G,-1,The user shows a preference for brands like Sanuk and styles that include unique elements such as cross sequences.,1,nightgown that is comfortable and stylish,-10.194298,16.99,49853,I need a nightgown that is comfortable and stylish for lounging and sleeping.
B000ARPN5A,Tamarac by Slippers International Men's Suede Moccasin Slipper,Winter Promo | Slippers | Shoes | Men,I need something like a slipper that’s good for relaxing at home after a long day.,A2BJ59Y2ZWMNNR,B00FKDQCJ0|B000Q8Z4OI|B003CIPPP2|B004H0N7S6,0,"The user shows a preference for the brand Easy Spirit, suggesting a liking for their style or comfort level.",1,slipper that’s good for relaxing at home,-10.196403,,9014,I need something like a slipper that’s good for relaxing at home after a long day and easy to slip on.
B005Z2LQ56,Extra Warm Metro Fleece Ear Warmers,Accessories | Earmuffs | Men,Do you have any suggestions for men's earmuffs that would be good for outdoor events?,A195X0COBJ03HC,B00COUBDSW|B007L3WKU2|B002QR9GA0|B002QR7HXS,0,The user shows a strong preference for braided designs and leather-tipped details in their belts.,1,men's earmuffs for outdoor events,2.8367858,3.46,48803,Do you have any suggestions for men's earmuffs that would be good for outdoor events in chilly weather?
B007ND7S7K,Plenty by Tracy Reese Women's Ramona Pump,Pumps | Women | Shoes | Women's Luxury Brands,Do you have any suggestions for women's pumps that are stylish and elegant?,AQ4GS8IYTUWS4,B00BIP9AG6|B006MXMIQS|B009IJUJ8C|B00CAA94NC,-1,The user shows a strong preference for the Vince Camuto brand.,1,women's pumps that are stylish and elegant,-10.192976,32.99,129980,Do you have any suggestions for women's pumps that are stylish and elegant?
B00DZWI9F8,Under Armour Big Girls' Grade School UA Micro G&reg; Pulse Running Shoes,Athletic | Shoes | Girls | Running,I’d like to buy a girls' athletic running shoes with a focus on outdoor adventures for a young boy.,A8VE5WUB869UI,B008ENG6RG|B004HN1JIS|B002L6HQ1C,0,"The user has a specific interest in cross-training shoes for young boys, indicating a focus on versatile athletic footwear.",1,girls' athletic running shoes with a focus on outdoor adventures for a young boy,-10.194666,,24321,I’d like to buy a girls' athletic running shoes with a focus on outdoor adventures and casual outings for a young boy.
B005CW04RK,Fruit of the Loom Men's 5 Pack Bikini Briefs,Bikinis | Underwear | Clothing | Men,I need a men's bikini that's perfect for beach outings.,A2UGCYL2L6E1D9,B001V9LA4Y|B004JXWURU|B005I6OAGQ,0,The user shows a strong preference for adidas brand and soccer-related footwear.,1,men's bikini,-7.418308,,5131,I need a men's bikini that’s perfect for beach outings and tropical vacations.
B00JXZ0H2O,Woven Black Synthetic Leather Oversized Shoulder Tote Bag (Black),Luggage | Travel Totes | Luggage & Travel Gear,Please suggest a women's travel tote bag for weekend getaways.,AFXPL112RMURD,B00EFCKUKY|B00GKG2P4C|B001RM74PY|B008YWF7MW|B00H1UI1A8|B00CM3JHD4|B0075QSXL0|B003JP1FT8|B00B2PMF1Y|B006HV3PRG|B00880B1QQ|B002TN5MPY|B00DXWDJT6|B009E96K6Q|B00CQBL7GW|B00EPG6D5G|B00B62IVCA|B00AZIU6FQ|B009HLHRTK|B000IN9MJY|B00ANAHQJK|B00880B2AQ|B00DD4JOXE|B00AO8IU5K|B00DFULESE|B00EPG6CKC|B00EPG6DK6|B00EPG6DCO|B002APVF70|B008G3FQLG|B006GTZ92S|B00880B0KI|B00115OY3W|B001AZM30Y|B0017Q3D6Y|B00DCC9ZJK|B00DDX15TG|B007YVYP3G|B00BI255EA|B005AKFOG0|B005EWJMKS|B00E1JOQBK|B00D4CQTUQ|B00BA0ZT6O|B0044R7SHI|B00979SA02|B00979US66|B00BW71POA,0,"The user shows a unique preference for infinity scarves, quilted tote bags, and bohemian-style dresses. There is also a notable interest in products with unique design elements such as interlocking buckles and embroidered details.",1,women's travel tote bag for weekend getaways,-10.193955,15.99,1229345,Please suggest a women's travel tote bag for weekend getaways and stylish outings.
B009I2NT90,True Gear Suede State Wallets - Kentucky,"Band & Music Fan | Accessories | Wallets, Card Cases & Money Organizers | Men | Novelty, Costumes & More | Wallets",I need something like a men's wallet that’s stylish and perfect for a music fan.,A2YONC2TRR7YEQ,B00A2BHVK4|B009YJYGSA|B003ZGY8J0,-1,"The user shows a unique interest in novelty items and possibly has an affinity for music or band-related themes, as indicated by the keywords 'Novelty' and 'Band & Music Fan.'",1,men's wallet that’s stylish and perfect for a music fan,-5.5066576,9.99,1094960,I need something like a men's wallet that’s stylish and perfect for a band and music fan.
B00G4CXB6S,PUMA Women's Classic Wedge Sneaker,"Street, Surf & Skate | Puma | Fashion Sneakers | Women | Shoes | P",I am looking for a set of clothes for women that are suitable for casual outings and can complement my trendy eyewear while attending summer events.,A2TMVALVFIGJTE,B00EFLN1J2|B0050D4ST6|B00AC9FYJ6|B002YPXHYA,1,"The user has a unique preference for novelty and costume-related accessories, indicating an interest in distinctive or themed fashion items.",-1,,-8.980438,,14466,I am looking for a women's sneakers that are suitable for casual outings and can complement my trendy eyewear while attending summer events.
B008NNRR3O,Wink 'The Romeo' Scrub Bottoms,"Women | Clothing | Work Wear & Uniforms | Scrub Bottoms | Novelty, Costumes & More | Medical","I'm looking for women's scrub bottoms that are suitable for long shifts in a clinical environment. Additionally, could you recommend an additional pair of pants and socks to go with these scrub bottoms?",A3H85B8XCYW37D,B00480EP0Y|B00CBFZ67Y|B008NNSBSO|B00FCEF00O|B00BFZLICI|B000FPVUJA|B0037Z37KK|B00E8K8GL8|B00AARIB7M|B006YFW5OO|B009HLOZ9U|B0034ZFWJW|B0058DG4O0,2,"The user shows a unique interest in novelty and themed clothing, such as those featuring characters or specific designs.",3,women's scrub bottoms suitable for long shifts in a clinical environment|additional pair of pants|socks,-10.192834,,1843,I need a women's scrub bottoms that are suitable for long shifts in a clinical environment while allowing for easy movement during patient care.
B00FY7UMS4,AK Anne Klein Sport Women's Cuinn Wedge Sandal,Sandals | Women | Shoes,Can you help me pick a women's sandal?,AQ4FO7EUSLUWZ,B0065KDXX0|B006M6OGBA|B000FXVW36|B004LP2PIU|B007NJGZ0A|B008BM37PE|B001P2KYZ8|B00131U3IO|B000X62IO2|B001KP1EMC|B000W4IGHS,-1,"The user shows a strong interest in outdoor and work-related footwear, as well as fashion accessories like sunglasses.",1,women's sandal,-10.195265,,29439,Can you help me pick a women's sandal for casual summer outings?
