id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id,hit_rate,mrr,ndcgs,fail,pattern_used,direct_hr10,direct_mrr,direct_ndcg
2094,BoA,"j-pop,k-pop,female vocalists,pop,korean",0.0,4.0,130,300|311|326|333|344,"I enjoy listening to artists like Kylie Minogue, Madonna, Dido, Lady Gaga, Michael Jackson, Enrique Iglesias. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Dido, Lady Gaga, Michael Jackson","I enjoy listening to artists like Kylie Minogue, Madonna, Dido, Lady Gaga, Michael Jackson, Enrique Iglesias. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,2094|2548|3127|3128|3129|1441,2094,0.7,1.0,0.7845022266631848,0,template_11,0,0.0,0.0
2523,Spice Girls,"pop,90s,british,dance,female vocalists",0.0,4.0,1300,344|349|374|375|455,"I enjoy listening to artists like Kylie Minogue, Madonna, Dido, Lady Gaga, Whitney Houston, Mariah Carey. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Dido, Lady Gaga, Whitney Houston","I enjoy listening to artists like Kylie Minogue, Madonna, Dido, Lady Gaga, Whitney Houston, Mariah Carey. I generally like pop dance electronic female vocalists alternative music. Can you recommend similar music artists I might enjoy?",1,2523|2977|3324|3575|4350|289|2102,2523,0.9,1.0,0.9895948844467957,0,template_11,0,0.0,0.0
3206,The Bird and The Bee,"female vocalists,indie pop,electronic,chillout,pop",0.0,4.0,1301,325|340|349|375|389,"I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Michael Jackson, Whitney Houston, Mariah Carey. I generally like pop dance electronic female vocalists 80s music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Lady Gaga, Michael Jackson, Whitney Houston","I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Michael Jackson, Whitney Houston, Mariah Carey. I generally like pop dance electronic female vocalists 80s music. Can you recommend similar music artists I might enjoy?",1,3206|3324|3488|3575|4350|5036|524,3206,0.3,1.0,0.9822376313985199,0,template_11,1,0.5,0.6309297535714575
8155,Justin Nozuka,"acoustic,indie,singer-songwriter,folk,male vocalists",0.0,4.0,1302,683|709|716|718|858,"I enjoy listening to artists like Coldplay, Duffy, Radiohead, Muse, Beirut, Damien Rice. I generally like alternative rock soul female vocalists pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Duffy, Radiohead, Muse, Beirut","I enjoy listening to artists like Coldplay, Duffy, Radiohead, Muse, Beirut, Damien Rice. I generally like alternative rock soul female vocalists pop music. Can you recommend similar music artists I might enjoy?",1,8155|227|439|1424|1556|2277,8155,0.65,1.0,0.8200920957666377,0,template_11,0,0.0,0.0
1957,Pavement,"indie,alternative,indie rock,post-punk,90s",0.0,4.0,1303,418|421|424|433|436,"I enjoy listening to artists like Radiohead, God Is an Astronaut, Placebo, Muse, Bright Eyes, Beirut. I generally like alternative rock post instrumental ambient indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Radiohead, God Is an Astronaut, Placebo, Muse, Bright Eyes","I enjoy listening to artists like Radiohead, God Is an Astronaut, Placebo, Muse, Bright Eyes, Beirut. I generally like alternative rock post instrumental ambient indie music. Can you recommend similar music artists I might enjoy?",1,1957|2531|2542|4384|6146|429|441,1957,0.75,1.0,1.0,0,template_11,0,0.0,0.0
4562,Jason DerÃÂ¼lo,"pop,rnb,male vocalists,dance,<3",0.0,4.0,1304,466|469|498|528|543,"I enjoy listening to artists like Lady Gaga, OneRepublic, Rihanna, Britney Spears, Christina Aguilera, Jennifer Lopez. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, OneRepublic, Rihanna, Britney Spears, Christina Aguilera","I enjoy listening to artists like Lady Gaga, OneRepublic, Rihanna, Britney Spears, Christina Aguilera, Jennifer Lopez. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,4562|7340|2020|4811|1428|1458|646,4562,0,0,0,1,error,0,0.0,0.0
1934,Adele,"soul,female vocalists,singer-songwriter,british,indie",0.0,4.0,1305,332|333|349|352|458,"I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists rnb music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna","I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists rnb music. Can you recommend similar music artists I might enjoy?",1,1934|1936|2091|2548|2990|6543,1934,0.6,1.0,0.8029130470424961,0,template_11,0,0.0,0.0
257,Mariah Carey,"rnb,pop,female vocalists,soul,90s",0.0,4.0,1308,318|325|329|333|349,"I enjoy listening to artists like Kylie Minogue, Coldplay, Madonna, Lady Gaga, Whitney Houston, Bryan Adams. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Coldplay, Madonna, Lady Gaga, Whitney Houston","I enjoy listening to artists like Kylie Minogue, Coldplay, Madonna, Lady Gaga, Whitney Houston, Bryan Adams. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,257|523|289|299|2523|295|292,257,0.5,1.0,0.7113062262147116,0,template_11,0,0.0,0.0
5549,Yo La Tengo,"indie,indie rock,alternative,rock,post-rock",0.0,4.0,1309,1977|2362|2493|2823|3475,"I enjoy listening to artists like Marilyn Manson, Radiohead, Pink Floyd, Beck, Red Hot Chili Peppers, Pearl Jam. I generally like metal industrial rock alternative progressive classic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marilyn Manson, Radiohead, Pink Floyd, Beck, Red Hot Chili Peppers","I enjoy listening to artists like Marilyn Manson, Radiohead, Pink Floyd, Beck, Red Hot Chili Peppers, Pearl Jam. I generally like metal industrial rock alternative progressive classic music. Can you recommend similar music artists I might enjoy?",1,5549|867|436|512|2698|599,5549,1.0,1.0,1.0,0,template_11,0,0.0,0.0
2834,Lynyrd Skynyrd,"classic rock,70s,southern rock,rock,hard rock",0.0,4.0,1310,681|701|892|903|908,"I enjoy listening to artists like The Cranberries, Tom Waits, System of a Down, Mariah Carey, Marisa Monte, Britney Spears. I generally like alternative female vocalists 90s blues experimental music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Cranberries, Tom Waits, System of a Down, Mariah Carey, Marisa Monte","I enjoy listening to artists like The Cranberries, Tom Waits, System of a Down, Mariah Carey, Marisa Monte, Britney Spears. I generally like alternative female vocalists 90s blues experimental music. Can you recommend similar music artists I might enjoy?",1,2834|3110|3431|4025|6293,2834,0.5,1.0,1.0,0,template_11,0,0.0,0.0
4572,ChyliÃÂska,"rock,polish rock,hard rock,polish,metal",0.0,4.0,1311,302|314|317|322|326,"I enjoy listening to artists like Lady Gaga, Duffy, Michael Jackson, Maxwell, Mariah Carey, Tina Turner. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Duffy, Michael Jackson, Maxwell, Mariah Carey","I enjoy listening to artists like Lady Gaga, Duffy, Michael Jackson, Maxwell, Mariah Carey, Tina Turner. I generally like pop dance electronic female soul vocalists music. Can you recommend similar music artists I might enjoy?",1,4572|6562|287|301|1937,4572,0.55,1.0,0.8958541240141643,0,template_11,0,0.0,0.0
2940,Dead by April,"metalcore,melodic death metal,metal,pop metal,modern metal",0.0,4.0,1312,707|779|808|818|850,"I enjoy listening to artists like System of a Down, My Chemical Romance, Kanye West, The Rasmus, Crossfade, Eminem. I generally like metal alternative rock punk hip hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: System of a Down, My Chemical Romance, Kanye West, The Rasmus, Crossfade","I enjoy listening to artists like System of a Down, My Chemical Romance, Kanye West, The Rasmus, Crossfade, Eminem. I generally like metal alternative rock punk hip hop music. Can you recommend similar music artists I might enjoy?",1,2940|3563|5969|830|371,2940,1.0,1.0,1.0,0,template_11,0,0.0,0.0
7665,Toro y Moi,"electronic,lo-fi,psychedelic,electronica,pop",0.0,4.0,1313,1633|1813|1949|1954|1964,"I enjoy listening to artists like RÃÂ¶yksopp, Cut Copy, Radiohead, God Is an Astronaut, Mew, The Decemberists. I generally like electronic chillout electronica ambient dance indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: RÃÂ¶yksopp, Cut Copy, Radiohead, God Is an Astronaut, Mew","I enjoy listening to artists like RÃÂ¶yksopp, Cut Copy, Radiohead, God Is an Astronaut, Mew, The Decemberists. I generally like electronic chillout electronica ambient dance indie music. Can you recommend similar music artists I might enjoy?",1,7665|152|748|2151|2640|7147,7665,0.2,1.0,0.41443699955334395,0,template_11,0,0.0,0.0
89,Lady Gaga,"pop,dance,electronic,female vocalists,lady gaga",0.0,4.0,1316,67|192|212|291|302,"I enjoy listening to artists like a-ha, Eels, David Bowie, Glee Cast, Demi Lovato, Bon Jovi. I generally like new wave 80s pop alternative indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: a-ha, Eels, David Bowie, Glee Cast, Demi Lovato","I enjoy listening to artists like a-ha, Eels, David Bowie, Glee Cast, Demi Lovato, Bon Jovi. I generally like new wave 80s pop alternative indie music. Can you recommend similar music artists I might enjoy?",1,89|344|2444|5000|97|1242|2029,89,1.0,1.0,1.0,0,template_11,0,0.0,0.0
3741,Cazuza,"mpb,rock,brazilian,singer-songwriter,brazil",0.0,4.0,1318,526|532|537|542|544,"I enjoy listening to artists like Madonna, Lady Gaga, Placebo, My Chemical Romance, The Beatles, Kings of Leon. I generally like pop dance female vocalists electronic alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Lady Gaga, Placebo, My Chemical Romance, The Beatles","I enjoy listening to artists like Madonna, Lady Gaga, Placebo, My Chemical Romance, The Beatles, Kings of Leon. I generally like pop dance female vocalists electronic alternative music. Can you recommend similar music artists I might enjoy?",1,3741|4385|4576|5926|6121|464|528,3741,0.9,1.0,0.971373681476558,0,template_11,0,0.0,0.0
1513,Ramones,"punk,punk rock,rock,classic rock,70s",0.0,4.0,1319,190|203|207|209|215,"I enjoy listening to artists like Coldplay, Kings of Leon, Green Day, Nirvana, Bad Religion, Eminem. I generally like alternative rock indie punk grunge rap music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Kings of Leon, Green Day, Nirvana, Bad Religion","I enjoy listening to artists like Coldplay, Kings of Leon, Green Day, Nirvana, Bad Religion, Eminem. I generally like alternative rock indie punk grunge rap music. Can you recommend similar music artists I might enjoy?",1,1513|1520|1814|3646|3739|4394|5785,1513,1.0,1.0,1.0,0,template_11,0,0.0,0.0
2094,BoA,"j-pop,k-pop,female vocalists,pop,korean",0.0,4.0,132,349|352|461|464|466,"I enjoy listening to artists like Kylie Minogue, Lady Gaga, Keane, OneRepublic, Mariah Carey, Rihanna. I generally like pop dance electronic female alternative indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Lady Gaga, Keane, OneRepublic, Mariah Carey","I enjoy listening to artists like Kylie Minogue, Lady Gaga, Keane, OneRepublic, Mariah Carey, Rihanna. I generally like pop dance electronic female alternative indie music. Can you recommend similar music artists I might enjoy?",1,2094|2176|2440|2521|3171|310,2094,1.0,1.0,1.0,0,template_11,0,0.0,0.0
207,Arctic Monkeys,"indie rock,indie,british,rock,alternative",0.0,4.0,1321,728|735|903|969|1048,"I enjoy listening to artists like Daft Punk, New Order, Travis, The Beatles, Kings of Leon, The Killers. I generally like electronic dance electronica house new wave music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Daft Punk, New Order, Travis, The Beatles, Kings of Leon","I enjoy listening to artists like Daft Punk, New Order, Travis, The Beatles, Kings of Leon, The Killers. I generally like electronic dance electronica house new wave music. Can you recommend similar music artists I might enjoy?",1,207|706|709|1412|1520|1556|3475,207,0.6,1.0,0.6995722321985557,0,template_11,0,0.0,0.0
188,Opeth,"progressive metal,progressive death metal,metal,death metal,progressive rock",0.0,4.0,1322,1131|1191|1203|1221|1401,"I enjoy listening to artists like Simply Red, The Cure, Jamiroquai, Nine Inch Nails, Massive Attack, Katatonia. I generally like 80s soul british pop new wave music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Simply Red, The Cure, Jamiroquai, Nine Inch Nails, Massive Attack","I enjoy listening to artists like Simply Red, The Cure, Jamiroquai, Nine Inch Nails, Massive Attack, Katatonia. I generally like 80s soul british pop new wave music. Can you recommend similar music artists I might enjoy?",1,188|2172|3788|1216,188,0.7,1.0,0.9551970905142695,0,template_11,0,0.0,0.0
537,The Used,"rock,screamo,emo,alternative,punk",0.0,4.0,1323,2154|2699|3078|3341|3398,"I enjoy listening to artists like Marilyn Manson, Green Day, Noize MC, 30 Seconds to Mars, Fall Out Boy, All Time Low. I generally like metal industrial rock punk hip hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marilyn Manson, Green Day, Noize MC, 30 Seconds to Mars, Fall Out Boy","I enjoy listening to artists like Marilyn Manson, Green Day, Noize MC, 30 Seconds to Mars, Fall Out Boy, All Time Low. I generally like metal industrial rock punk hip hop music. Can you recommend similar music artists I might enjoy?",1,537|1378|412|1040,537,0.55,1.0,1.0,0,template_11,0,0.0,0.0
2469,Peter Gabriel,"progressive rock,rock,80s,pop,singer-songwriter",0.0,4.0,1327,2027|2556|2936|2937|5258,"I enjoy listening to artists like New Order, Talk Talk, Enigma, Icehouse, Depeche Mode, Nik Kershaw. I generally like new wave 80s electronic pop ambient music. Can you recommend similar music artists I might enjoy?",1,"The user likes: New Order, Talk Talk, Enigma, Icehouse, Depeche Mode","I enjoy listening to artists like New Order, Talk Talk, Enigma, Icehouse, Depeche Mode, Nik Kershaw. I generally like new wave 80s electronic pop ambient music. Can you recommend similar music artists I might enjoy?",1,2469|2559|2562|3201|5260|7927|187,2469,1.0,1.0,1.0,0,template_11,0,0.0,0.0
11598,I Am Kloot,"indie rock,indie,folk,mellow",0.0,4.0,1329,1123|1130|1160|1163|1515,"I enjoy listening to artists like Roxette, Keane, CAKE, M. Ward, The Killers, P!nk. I generally like pop 80s rock 90s alternative indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Roxette, Keane, CAKE, M. Ward, The Killers","I enjoy listening to artists like Roxette, Keane, CAKE, M. Ward, The Killers, P!nk. I generally like pop 80s rock 90s alternative indie music. Can you recommend similar music artists I might enjoy?",1,11598|65|1375|3258|217,11598,1.0,1.0,1.0,0,template_11,0,0.0,0.0
1429,Christian ChÃÂ¡vez,"pop,dance,female vocalists,gay,latin pop",0.0,4.0,133,295|306|333|257|288,"I enjoy listening to artists like P!nk, Natasha Bedingfield, Kelly Rowland, 3OH!3, 30 Seconds to Mars, Paramore. I generally like pop female vocalists british rnb dance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: P!nk, Natasha Bedingfield, Kelly Rowland, 3OH!3, 30 Seconds to Mars","I enjoy listening to artists like P!nk, Natasha Bedingfield, Kelly Rowland, 3OH!3, 30 Seconds to Mars, Paramore. I generally like pop female vocalists british rnb dance music. Can you recommend similar music artists I might enjoy?",1,1429|679|1042|329|797|67|972,1429,0.3,1.0,0.7222070851394223,0,template_11,0,0.0,0.0
6046,Nujabes,"chillout,downtempo,trip-hop,hip-hop,electronic",0.0,4.0,1331,928|1119|1237|1412|1464,"I enjoy listening to artists like Porcupine Tree, The Cure, Pink Floyd, CAKE, Bob Dylan, The Beatles. I generally like progressive rock psychedelic new wave 80s music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Porcupine Tree, The Cure, Pink Floyd, CAKE, Bob Dylan","I enjoy listening to artists like Porcupine Tree, The Cure, Pink Floyd, CAKE, Bob Dylan, The Beatles. I generally like progressive rock psychedelic new wave 80s music. Can you recommend similar music artists I might enjoy?",1,6046|6529|10418|889|1135,6046,0.4666666666666667,1.0,0.9287488467996976,0,template_11,0,0.0,0.0
3575,Blake Lewis,"pop,dance,american idol,electronic,male vocalists",0.0,4.0,1332,349|378|461|464|466,"I enjoy listening to artists like Madonna, Lady Gaga, OneRepublic, Rihanna, Britney Spears, Jordin Sparks. I generally like pop dance female vocalists electronic alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Lady Gaga, OneRepublic, Rihanna, Britney Spears","I enjoy listening to artists like Madonna, Lady Gaga, OneRepublic, Rihanna, Britney Spears, Jordin Sparks. I generally like pop dance female vocalists electronic alternative music. Can you recommend similar music artists I might enjoy?",1,3575|3576|4562|4814|7340|8002|97,3575,0.9,1.0,0.9895948844467957,0,template_11,1,0.1111111111111111,0.3010299956639812
6202,The Veils,"alternative,indie,indie rock,post-punk,girls names",0.0,4.0,1333,622|629|712|716|857,"I enjoy listening to artists like Coldplay, Radiohead, Keane, Bright Eyes, Arctic Monkeys, Bob Dylan. I generally like alternative rock indie britpop british folk music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Radiohead, Keane, Bright Eyes, Arctic Monkeys","I enjoy listening to artists like Coldplay, Radiohead, Keane, Bright Eyes, Arctic Monkeys, Bob Dylan. I generally like alternative rock indie britpop british folk music. Can you recommend similar music artists I might enjoy?",1,6202|7190|9823|203|217|227,6202,1.0,1.0,1.0,0,template_11,0,0.0,0.0
1222,Venetian Snares,"idm,experimental,electronic,breakcore,electronica",0.0,4.0,1335,6159|7096|7123|7352|9321,"I enjoy listening to artists like Interpol, Manu Chao, Miles Davis, Johann Sebastian Bach, The Magnetic Fields, Antonio Vivaldi. I generally like indie alternative rock latin reggae french music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Interpol, Manu Chao, Miles Davis, Johann Sebastian Bach, The Magnetic Fields","I enjoy listening to artists like Interpol, Manu Chao, Miles Davis, Johann Sebastian Bach, The Magnetic Fields, Antonio Vivaldi. I generally like indie alternative rock latin reggae french music. Can you recommend similar music artists I might enjoy?",1,1222|1504|2670|859,1222,1.0,1.0,1.0,0,template_11,0,0.0,0.0
72,Depeche Mode,"electronic,new wave,80s,synthpop,synth pop",0.0,4.0,1336,715|755|859|865|959,"I enjoy listening to artists like Marilyn Manson, Duran Duran, Moby, Gorillaz, INXS, Radiohead. I generally like metal industrial rock 80s new wave music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marilyn Manson, Duran Duran, Moby, Gorillaz, INXS","I enjoy listening to artists like Marilyn Manson, Duran Duran, Moby, Gorillaz, INXS, Radiohead. I generally like metal industrial rock 80s new wave music. Can you recommend similar music artists I might enjoy?",1,72|159|163|441|1083|599|515,72,0.95,1.0,0.9986400209011808,0,template_11,0,0.0,0.0
298,Lily Allen,"pop,female vocalists,british,britpop,singer-songwriter",0.0,4.0,1337,859|903|962|969|1048,"I enjoy listening to artists like Madonna, Depeche Mode, Lady Gaga, Placebo, Muse, Bloc Party. I generally like pop dance female vocalists electronic new music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Depeche Mode, Lady Gaga, Placebo, Muse","I enjoy listening to artists like Madonna, Depeche Mode, Lady Gaga, Placebo, Muse, Bloc Party. I generally like pop dance female vocalists electronic new music. Can you recommend similar music artists I might enjoy?",1,298|70|3205|989|316|526,298,1.0,1.0,1.0,0,template_11,0,0.0,0.0
424,The Strokes,"indie,rock,alternative,indie rock,alternative rock",0.0,4.0,1339,1090|1193|1194|1195|1200,"I enjoy listening to artists like Lady Gaga, Radiohead, Keane, Red Hot Chili Peppers, The Beatles, Green Day. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Radiohead, Keane, Red Hot Chili Peppers, The Beatles","I enjoy listening to artists like Lady Gaga, Radiohead, Keane, Red Hot Chili Peppers, The Beatles, Green Day. I generally like pop dance electronic female alternative rock music. Can you recommend similar music artists I might enjoy?",1,424|533|1048|1239|1246|2608|2661,424,1.0,1.0,1.0,0,template_11,0,0.0,0.0
2094,BoA,"j-pop,k-pop,female vocalists,pop,korean",0.0,4.0,134,466|468|528|543|544,"I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists rnb music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna","I enjoy listening to artists like Kylie Minogue, Madonna, Lady Gaga, Mariah Carey, Rihanna, Britney Spears. I generally like pop dance electronic female vocalists rnb music. Can you recommend similar music artists I might enjoy?",1,2094|2543|2548|2986|2990|3177|3176,2094,0.9,1.0,0.9842184869190973,0,template_11,1,0.1111111111111111,0.3010299956639812
2493,Mr. Bungle,"experimental,avant-garde,alternative,rock,alternative rock",0.0,4.0,1340,2473|2624|2628|3333|3739,"I enjoy listening to artists like Bad Religion, The Smiths, Beastie Boys, AC/DC, Metallica, Social Distortion. I generally like punk rock 80s indie alternative new music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Bad Religion, The Smiths, Beastie Boys, AC/DC, Metallica","I enjoy listening to artists like Bad Religion, The Smiths, Beastie Boys, AC/DC, Metallica, Social Distortion. I generally like punk rock 80s indie alternative new music. Can you recommend similar music artists I might enjoy?",1,2493|2637|3364|920|5636,2493,0.95,1.0,0.9888852713809857,0,template_11,0,0.0,0.0
1415,Creedence Clearwater Revival,"classic rock,rock,60s,southern rock,folk",0.0,4.0,1342,4971|8420|712|806|1411,"I enjoy listening to artists like Manu Chao, Slayer, Skid Row, ÃÂlafur Arnalds, Toto, Thin Lizzy. I generally like alternative latin reggae french thrash metal music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Manu Chao, Slayer, Skid Row, ÃÂlafur Arnalds, Toto","I enjoy listening to artists like Manu Chao, Slayer, Skid Row, ÃÂlafur Arnalds, Toto, Thin Lizzy. I generally like alternative latin reggae french thrash metal music. Can you recommend similar music artists I might enjoy?",1,1415|2265|1369|5297|1980,1415,1.0,1.0,1.0,0,template_11,0,0.0,0.0
1703,The Cult,"80s,hard rock,rock,gothic,british",0.0,4.0,1343,1249|1360|1369|1534|1807,"I enjoy listening to artists like Marilyn Manson, Duran Duran, Kylie Minogue, The Cure, Placebo, Blur. I generally like metal industrial rock 80s new wave music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marilyn Manson, Duran Duran, Kylie Minogue, The Cure, Placebo","I enjoy listening to artists like Marilyn Manson, Duran Duran, Kylie Minogue, The Cure, Placebo, Blur. I generally like metal industrial rock 80s new wave music. Can you recommend similar music artists I might enjoy?",1,1703|1713|1714|289|707|1513|936,1703,0.8,1.0,0.9754567467552439,0,template_11,0,0.0,0.0
3444,Dead Kennedys,"punk,punk rock,hardcore punk,80s,hardcore",0.0,4.0,1345,1112|1117|1121|1123|1130,"I enjoy listening to artists like Michael Jackson, The Beatles, Whitney Houston, Joy Division, Howlin' Wolf, Miles Davis. I generally like pop 80s dance soul classic rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Michael Jackson, The Beatles, Whitney Houston, Joy Division, Howlin' Wolf","I enjoy listening to artists like Michael Jackson, The Beatles, Whitney Houston, Joy Division, Howlin' Wolf, Miles Davis. I generally like pop 80s dance soul classic rock music. Can you recommend similar music artists I might enjoy?",1,3444|3481|3777|4784|8594,3444,0.85,1.0,0.9787572251507022,0,template_11,0,0.0,0.0
2619,VersaEmerge,"rock,female vocalists,alternative rock,post-hardcore,experimental",0.0,4.0,1346,1679|2977|464|687|693,"I enjoy listening to artists like OneRepublic, Simple Plan, The Used, Fall Out Boy, Escape The Fate, Tokio Hotel. I generally like alternative rock punk pop screamo emo music. Can you recommend similar music artists I might enjoy?",1,"The user likes: OneRepublic, Simple Plan, The Used, Fall Out Boy, Escape The Fate","I enjoy listening to artists like OneRepublic, Simple Plan, The Used, Fall Out Boy, Escape The Fate, Tokio Hotel. I generally like alternative rock punk pop screamo emo music. Can you recommend similar music artists I might enjoy?",1,2619|3859|6614|816|914|1854|4104,2619,0.9,1.0,0.9559647858657943,0,template_11,0,0.0,0.0
3489,Michelle Branch,"female vocalists,pop,singer-songwriter,rock,awesome",0.0,4.0,1348,5032|7756|191|289|290,"I enjoy listening to artists like Lady Gaga, Rihanna, Chris Brown, Taylor Swift, Brad Paisley, Linkin Park. I generally like pop dance electronic female rnb hip music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Rihanna, Chris Brown, Taylor Swift, Brad Paisley","I enjoy listening to artists like Lady Gaga, Rihanna, Chris Brown, Taylor Swift, Brad Paisley, Linkin Park. I generally like pop dance electronic female rnb hip music. Can you recommend similar music artists I might enjoy?",1,3489|3859|4562|5267|7340,3489,0.4,1.0,0.5958944143759205,0,template_11,0,0.0,0.0
377,Linkin Park,"rock,nu metal,alternative rock,alternative,metal",0.0,4.0,1349,504|757|1048|1091|1700,"I enjoy listening to artists like Placebo, Muse, Justin Timberlake, 30 Seconds to Mars, Limp Bizkit, Oasis. I generally like alternative rock indie pop rnb dance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Placebo, Muse, Justin Timberlake, 30 Seconds to Mars, Limp Bizkit","I enjoy listening to artists like Placebo, Muse, Justin Timberlake, 30 Seconds to Mars, Limp Bizkit, Oasis. I generally like alternative rock indie pop rnb dance music. Can you recommend similar music artists I might enjoy?",1,377|538|6187|1244|7183|450,377,1.0,1.0,1.0,0,template_11,0,0.0,0.0
3196,Alice in Videoland,"electronic,synthpop,electronica,electroclash,swedish",0.0,4.0,135,487|518|544|686|790,"I enjoy listening to artists like Diary of Dreams, Combichrist, And One, Kylie Minogue, Madonna, Depeche Mode. I generally like darkwave german gothic seen industrial ebm music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Diary of Dreams, Combichrist, And One, Kylie Minogue, Madonna","I enjoy listening to artists like Diary of Dreams, Combichrist, And One, Kylie Minogue, Madonna, Depeche Mode. I generally like darkwave german gothic seen industrial ebm music. Can you recommend similar music artists I might enjoy?",1,3196|3197|3198|1066|1300|3184,3196,0.95,1.0,0.996999330656715,0,template_11,1,0.3333333333333333,0.5
1350,Edguy,"power metal,symphonic metal,heavy metal,metal,melodic metal",0.0,4.0,1350,2565|3777|4675|56|190,"I enjoy listening to artists like Fleetwood Mac, Scorpions, Red Hot Chili Peppers, The Beatles, Nine Inch Nails, Bad Religion. I generally like classic rock 70s hard heavy metal music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Fleetwood Mac, Scorpions, Red Hot Chili Peppers, The Beatles, Nine Inch Nails","I enjoy listening to artists like Fleetwood Mac, Scorpions, Red Hot Chili Peppers, The Beatles, Nine Inch Nails, Bad Religion. I generally like classic rock 70s hard heavy metal music. Can you recommend similar music artists I might enjoy?",1,1350|1883|3774|4130|924|706|226,1350,1.0,1.0,1.0,0,template_11,1,0.2,0.38685280723454163
4814,Natalia Kills,"pop,dance,electronic,female vocalists,dark pop",0.0,4.0,1351,498|531|541|542|544,"I enjoy listening to artists like Lady Gaga, Rihanna, Britney Spears, Lily Allen, Jennifer Lopez, Katy Perry. I generally like pop dance electronic female rnb vocalists music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Lady Gaga, Rihanna, Britney Spears, Lily Allen, Jennifer Lopez","I enjoy listening to artists like Lady Gaga, Rihanna, Britney Spears, Lily Allen, Jennifer Lopez, Katy Perry. I generally like pop dance electronic female rnb vocalists music. Can you recommend similar music artists I might enjoy?",1,4814|5950|6543|7868|157|470,4814,0.65,1.0,0.8974400716199173,0,template_11,0,0.0,0.0
